"id"	"geneNum"	"description"	"definition"	"gene"
"GO:0046417"	1	"chorismate metabolic process"	"The chemical reactions and pathways involving chorismate, the anion of (3R-trans)-3-((1-carboxyethenyl)oxy)-4-hydroxy-1,5-cyclohexadiene-1-carboxylic acid."	"YPR060C"
"GO:0046443"	1	"FAD metabolic process"	"The chemical reactions and pathways involving FAD, the oxidized form of flavin adenine dinucleotide."	"YJR051W"
"GO:0046452"	1	"dihydrofolate metabolic process"	"The chemical reactions and pathways involving dihydrofolate, the dihydroxylated derivative of folate."	"YOR236W"
"GO:0046459"	2	"short-chain fatty acid metabolic process"	"The chemical reactions and pathways involving fatty acids with a chain length of less than C6."	"YDR191W,YOR025W"
"GO:0046461"	1	"neutral lipid catabolic process"	"The chemical reactions and pathways resulting in the breakdown of neutral lipids, lipids only soluble in solvents of very low polarity."	"YCR068W"
"GO:0046464"	1	"acylglycerol catabolic process"	"The chemical reactions and pathways resulting in the breakdown of acylglycerol, any mono-, di- or triester of glycerol with (one or more) fatty acids."	"YBR204C"
"GO:0046470"	1	"phosphatidylcholine metabolic process"	"The chemical reactions and pathways involving phosphatidylcholines, any of a class of glycerophospholipids in which the phosphatidyl group is esterified to the hydroxyl group of choline. They are important constituents of cell membranes."	"YML059C"
"GO:0046474"	5	"glycerophospholipid biosynthetic process"	"The chemical reactions and pathways resulting in the formation of glycerophospholipids, any derivative of glycerophosphate that contains at least one O-acyl, O-alkyl, or O-alkenyl group attached to the glycerol residue."	"YDL052C,YGR170W,YKR070W,YNL169C,YOR175C"
"GO:0046475"	6	"glycerophospholipid catabolic process"	"The chemical reactions and pathways resulting in the breakdown of glycerophospholipids, any derivative of glycerophosphate that contains at least one O-acyl, O-alkyl, or O-alkenyl group attached to the glycerol residue."	"YMR006C,YMR008C,YNL012W,YOL011W,YPL110C,YPL206C"
"GO:0046483"	11	"heterocycle metabolic process"	"The chemical reactions and pathways involving heterocyclic compounds, those with a cyclic molecular structure and at least two different atoms in the ring (or rings)."	"YBL055C,YBR284W,YDL238C,YIR027C,YJL070C,YJL130C,YJL213W,YLR420W,YML035C,YMR262W,YNL141W"
"GO:0046486"	1	"glycerolipid metabolic process"	"The chemical reactions and pathways involving glycerolipids, any lipid with a glycerol backbone. Diacylglycerol and phosphatidate are key lipid intermediates of glycerolipid biosynthesis."	"YML059C"
"GO:0046488"	7	"phosphatidylinositol metabolic process"	"The chemical reactions and pathways involving phosphatidylinositol, any glycophospholipid in which a sn-glycerol 3-phosphate residue is esterified to the 1-hydroxyl group of 1D-myo-inositol."	"YBR029C,YDR208W,YFR019W,YJL145W,YLR380W,YMR079W,YOL011W"
"GO:0046495"	1	"nicotinamide riboside metabolic process"	"The chemical reactions and pathways involving nicotinamide riboside, the product of the formation of a glycosidic bond between ribose and nicotinamide."	"YNL129W"
"GO:0046496"	3	"nicotinamide nucleotide metabolic process"	"The chemical reactions and pathways involving nicotinamide nucleotides, any nucleotide that contains combined nicotinamide."	"YDR481C,YKL151C,YNL200C"
"GO:0046498"	1	"S-adenosylhomocysteine metabolic process"	"The chemical reactions and pathways involving S-adenosylhomocysteine; the L-enantiomer is formed from S-adenosylmethionine and is a strong inhibitor of S-adenosylmethionine-mediated methylation reactions. It can be cleaved to form adenosine and homocysteine."	"YPL273W"
"GO:0046512"	5	"sphingosine biosynthetic process"	"The chemical reactions and pathways resulting in the formation of sphingosine (sphing-4-enine), trans-D-erytho-2-amino-octadec-4-ene-1,3-diol, a long chain amino diol sphingoid base that occurs in most sphingolipids in animal tissues."	"YDR062W,YJL054W,YLR260W,YMR296C,YOR171C"
"GO:0046513"	8	"ceramide biosynthetic process"	"The chemical reactions and pathways resulting in the formation of ceramides, any N-acylated sphingoid."	"YBR183W,YDR062W,YER019W,YHL003C,YKL008C,YMR296C,YMR298W,YPL087W"
"GO:0046514"	2	"ceramide catabolic process"	"The chemical reactions and pathways resulting in the breakdown of ceramides, any N-acetylated sphingoid."	"YBR183W,YPL087W"
"GO:0046521"	1	"sphingoid catabolic process"	"The chemical reactions and pathways resulting in the breakdown of sphingoids, any of a class of compounds comprising sphinganine and its homologues and stereoisomers, and derivatives of these compounds."	"YGL010W"
"GO:0046578"	3	"regulation of Ras protein signal transduction"	"Any process that modulates the frequency, rate or extent of Ras protein signal transduction."	"YJR053W,YLR178C,YLR179C"
"GO:0046579"	1	"positive regulation of Ras protein signal transduction"	"Any process that activates or increases the frequency, rate or extent of Ras protein signal transduction."	"YOR371C"
"GO:0046580"	5	"negative regulation of Ras protein signal transduction"	"Any process that stops, prevents, or reduces the frequency, rate or extent of Ras protein signal transduction."	"YAL056W,YBR140C,YIL033C,YOL081W,YOR371C"
"GO:0046653"	2	"tetrahydrofolate metabolic process"	"The chemical reactions and pathways involving tetrahydrofolate, 5,6,7,8-tetrahydrofolic acid, a folate derivative bearing additional hydrogens on the pterin group."	"YBR263W,YLR058C"
"GO:0046654"	4	"tetrahydrofolate biosynthetic process"	"The chemical reactions and pathways resulting in the formation of tetrahydrofolate, 5,6,7,8-tetrahydrofolic acid, a folate derivative bearing additional hydrogens on the pterin group."	"YMR289W,YNL256W,YNR033W,YOR236W"
"GO:0046655"	3	"folic acid metabolic process"	"The chemical reactions and pathways involving folic acid, pteroylglutamic acid. Folic acid is widely distributed as a member of the vitamin B complex and is essential for the synthesis of purine and pyrimidines."	"YBR263W,YLR058C,YOR236W"
"GO:0046656"	5	"folic acid biosynthetic process"	"The chemical reactions and pathways resulting in the formation of folic acid, pteroylglutamic acid."	"YBR084W,YGR267C,YMR289W,YNL256W,YNR033W"
"GO:0046677"	7	"response to antibiotic"	"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an antibiotic stimulus. An antibiotic is a chemical substance produced by a microorganism which has the capacity to inhibit the growth of or to kill other microorganisms."	"YFL037W,YHR141C,YJL128C,YNL162W,YNL239W,YOR153W,YOR266W"
"GO:0046685"	4	"response to arsenic-containing substance"	"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an arsenic stimulus from compounds containing arsenic, including arsenates, arsenites, and arsenides."	"YIL046W,YNL103W,YOR297C,YPR200C"
"GO:0046686"	8	"response to cadmium ion"	"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cadmium (Cd) ion stimulus."	"YBR295W,YDR135C,YDR423C,YIL046W,YJL101C,YML007W,YMR243C,YNL103W"
"GO:0046688"	5	"response to copper ion"	"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a copper ion stimulus."	"YCR102C,YGL166W,YHR053C,YHR055C,YMR058W"
"GO:0046705"	1	"CDP biosynthetic process"	"The chemical reactions and pathways resulting in the formation of CDP, cytidine (5'-)diphosphate."	"YKL024C"
"GO:0046711"	1	"GDP biosynthetic process"	"The chemical reactions and pathways resulting in the formation of GDP, guanosine 5'-diphosphate."	"YDR454C"
"GO:0046713"	2	"borate transport"	"The directed movement of borate into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Borate is the anion (BO3)3-; boron is a group 13 element, with properties which are borderline between metals and non-metals."	"YML116W,YNL275W"
"GO:0046777"	4	"protein autophosphorylation"	"The phosphorylation by a protein of one or more of its own amino acid residues (cis-autophosphorylation), or residues on an identical protein (trans-autophosphorylation)."	"YBR028C,YGL180W,YIL147C,YKL171W"
"GO:0046785"	2	"microtubule polymerization"	"The addition of tubulin heterodimers to one or both ends of a microtubule."	"YLR045C,YPL155C"
"GO:0046822"	5	"regulation of nucleocytoplasmic transport"	"Any process that modulates the frequency, rate or extent of the directed movement of substances between the nucleus and the cytoplasm."	"YGL066W,YGL092W,YJL039C,YLR347C,YPL031C"
"GO:0046827"	1	"positive regulation of protein export from nucleus"	"Any process that activates or increases the frequency, rate or extent of directed movement of proteins from the nucleus into the cytoplasm."	"YBL016W"
"GO:0046830"	1	"positive regulation of RNA import into nucleus"	"Any process that activates or increases the frequency, rate or extent of movement of RNA from the cytoplasm into the nucleus."	"YNL207W"
"GO:0046832"	1	"negative regulation of RNA export from nucleus"	"Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of RNA from the nucleus into the cytoplasm."	"YBR245C"
"GO:0046834"	4	"lipid phosphorylation"	"The process of introducing one or more phosphate groups into a lipid, any member of a group of substances soluble in lipid solvents but only sparingly soluble in aqueous solvents."	"YJL054W,YLR260W,YOR171C,YOR311C"
"GO:0046835"	14	"carbohydrate phosphorylation"	"The process of introducing a phosphate group into a carbohydrate, any organic compound based on the general formula Cx(H2O)y."	"YBR020W,YCL040W,YDR009W,YDR109C,YDR516C,YFR053C,YGL253W,YGR194C,YIL107C,YJL155C,YLR345W,YLR446W,YNL249C,YOL136C"
"GO:0046839"	3	"phospholipid dephosphorylation"	"The process of removing one or more phosphate groups from a phosphorylated lipid, any member of a group of substances soluble in lipid solvents but only sparingly soluble in aqueous solvents."	"YGR036C,YJL134W,YKR053C"
"GO:0046854"	11	"phosphatidylinositol phosphate biosynthetic process"	"The chemical reactions and pathways resulting in the formation of phosphatidylinositol phosphate."	"YDR017C,YDR173C,YDR208W,YFR019W,YHR046C,YJL100W,YKL203C,YLR240W,YLR305C,YNL267W,YOL064C"
"GO:0046856"	8	"phosphatidylinositol dephosphorylation"	"The process of removing one or more phosphate groups from a phosphatidylinositol."	"YIL002C,YJR110W,YKL212W,YNL106C,YNL128W,YNL325C,YOL065C,YOR109W"
"GO:0046874"	1	"quinolinate metabolic process"	"The chemical reactions and pathways involving quinolinate, the anion of quinolinic acid, also known as 2,3-pyridinedicarboxylic acid."	"YJR025C"
"GO:0046889"	2	"positive regulation of lipid biosynthetic process"	"Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of lipids."	"YHR004C,YLR404W"
"GO:0046898"	2	"response to cycloheximide"	"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cycloheximide stimulus. Cycloheximide (actidione) is an antibiotic produced by some Streptomyces species which interferes with protein synthesis in eukaryotes."	"YNL162W,YOR153W"
"GO:0046901"	3	"tetrahydrofolylpolyglutamate biosynthetic process"	"The chemical reactions and pathways resulting in the formation of tetrahydrofolylpolyglutamate, a folate derivative comprising tetrahydrofolate attached to a chain of glutamate residues."	"YKL132C,YMR113W,YOR241W"
"GO:0046902"	1	"regulation of mitochondrial membrane permeability"	"Any process that modulates the frequency, rate or extent of the passage or uptake of molecules by the mitochondrial membrane."	"YPL063W"
"GO:0046907"	13	"intracellular transport"	"The directed movement of substances within a cell."	"YAL042W,YBL017C,YDR002W,YDR080W,YIL063C,YIL173W,YJL222W,YLR335W,YML067C,YNL024C-A,YNR065C,YOR122C,YPL085W"
"GO:0046938"	2	"phytochelatin biosynthetic process"	"The chemical reactions and pathways resulting in the formation of phytochelatins, any of a group of peptides that bind metals (Cd, Zn, Cu, Pb, Hg) in thiolate coordination complexes. The structure is of the type (gamma-glutamyl-cysteinyl)n-glycine, where n is 2 to 11."	"YBR139W,YMR297W"
"GO:0046940"	7	"nucleoside monophosphate phosphorylation"	"The process of introducing one or more phosphate groups into a nucleoside monophosphate to produce a polyphosphorylated nucleoside."	"YDL166C,YDR226W,YER170W,YJR057W,YKL024C,YMR224C,YNL250W"
"GO:0046942"	1	"carboxylic acid transport"	"The directed movement of carboxylic acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Carboxylic acids are organic acids containing one or more carboxyl (COOH) groups or anions (COO-)."	"YGR260W"
